Station: ST. JOHN'S INTL A,,,,,,,
Year,Month,Day,Time,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag
2013,2,24,12:30,31,,27,
2013,2,24,13:30,31,,24,
2013,2,24,14:30,33,,24,
2013,2,24,15:30,30,,27,
2013,2,24,16:30,31,,13,
2013,2,24,17:30,32,,13,
2013,2,24,18:30,28,,13,
2013,2,24,19:30,29,,13,
2013,2,24,20:30,28,,14,
2013,2,24,21:30,28,,14,
2013,2,24,22:30,28,,9,
2013,2,24,23:30,24,,13,
2013,2,25,0:30,25,,14,
2013,2,25,1:30,28,,14,
2013,2,25,2:30,28,,10,
2013,2,25,3:30,28,,11,
2013,2,25,4:30,30,,9,
2013,2,25,5:30,32,,10,
2013,2,25,6:30,32,,9,
2013,2,25,7:30,30,,9,
2013,2,25,8:30,35,,8,
2013,2,25,9:30,36,,15,
2013,2,25,10:30,3,,23,
2013,2,25,11:30,3,,22,
2013,2,25,12:30,3,,26,
2013,2,25,13:30,2,,27,
2013,2,25,14:30,3,,24,
2013,2,25,15:30,2,,22,
2013,2,25,16:30,2,,25,
2013,2,25,17:30,3,,31,
2013,2,25,18:30,2,,26,
2013,2,25,19:30,1,,27,
2013,2,25,20:30,3,,28,
2013,2,25,21:30,1,,26,
2013,2,25,22:30,1,,28,
2013,2,25,23:30,1,,22,
2013,2,26,0:30,36,,24,
2013,2,26,1:30,36,,30,
2013,2,26,2:30,36,,21,
2013,2,26,3:30,36,,36,
2013,2,26,4:30,36,,30,
2013,2,26,5:30,1,,29,
2013,2,26,6:30,36,,26,
2013,2,26,7:30,36,,26,
2013,2,26,8:30,36,,23,
2013,2,26,9:30,36,,38,
2013,2,26,10:30,36,,31,
2013,2,26,11:30,36,,36,
2013,2,26,12:30,36,,36,
2013,2,26,13:30,36,,36,
2013,2,26,14:30,36,,37,
2013,2,26,15:30,36,,42,
2013,2,26,16:30,35,,35,
2013,2,26,17:30,35,,47,
2013,2,26,18:30,35,,39,
2013,2,26,19:30,34,,35,
2013,2,26,20:30,35,,42,
2013,2,26,21:30,34,,38,
2013,2,26,22:30,34,,42,
2013,2,26,23:30,34,,37,
2013,2,27,0:30,34,,39,
2013,2,27,1:30,33,,40,
2013,2,27,2:30,33,,40,
2013,2,27,3:30,33,,40,
2013,2,27,4:30,34,,40,
2013,2,27,5:30,33,,41,
2013,2,27,6:30,33,,47,
2013,2,27,7:30,33,,43,
2013,2,27,8:30,34,,45,
2013,2,27,9:30,33,,51,
2013,2,27,10:30,33,,55,
2013,2,27,11:30,34,,60,
2013,2,27,12:30,34,,49,
2013,2,27,13:30,34,,58,
2013,2,27,14:30,33,,52,
2013,2,27,15:30,33,,57,
2013,2,27,16:30,33,,58,
2013,2,27,17:30,33,,55,
2013,2,27,18:30,33,,47,
2013,2,27,19:30,33,,46,
2013,2,27,20:30,33,,55,
2013,2,27,21:30,33,,48,
2013,2,27,22:30,33,,53,
2013,2,27,23:30,33,,57,
2013,2,28,0:30,33,,47,
2013,2,28,1:30,33,,46,
2013,2,28,2:30,33,,45,
2013,2,28,3:30,33,,49,
2013,2,28,4:30,33,,39,
2013,2,28,5:30,33,,47,
2013,2,28,6:30,33,,42,
2013,2,28,7:30,34,,41,
2013,2,28,8:30,34,,38,
2013,2,28,9:30,33,,34,
2013,2,28,10:30,34,,38,
2013,2,28,11:30,34,,35,
2013,2,28,12:30,34,,41,
2013,2,28,13:30,34,,50,
2013,2,28,14:30,33,,45,
2013,2,28,15:30,34,,35,
2013,2,28,16:30,34,,39,
2013,2,28,17:30,34,,45,
2013,2,28,18:30,34,,43,
2013,2,28,19:30,34,,38,
2013,2,28,20:30,34,,40,
2013,2,28,21:30,34,,31,
2013,2,28,22:30,35,,39,
2013,2,28,23:30,36,,32,
2013,3,1,0:30,35,,27,
2013,3,1,1:30,36,,24,
2013,3,1,2:30,35,,35,
2013,3,1,3:30,35,,20,
2013,3,1,4:30,35,,28,
2013,3,1,5:30,36,,19,
2013,3,1,6:30,33,,21,
2013,3,1,7:30,36,,7,
2013,3,1,8:30,35,,18,
2013,3,1,9:30,34,,17,
2013,3,1,10:30,36,,17,
2013,3,1,11:30,1,,14,
2013,3,1,12:30,2,,18,
2013,3,1,13:30,4,,17,
2013,3,1,14:30,3,,19,
2013,3,1,15:30,3,,24,
2013,3,1,16:30,3,,26,
2013,3,1,17:30,2,,22,
2013,3,1,18:30,2,,25,
2013,3,1,19:30,3,,24,
2013,3,1,20:30,3,,19,
2013,3,1,21:30,4,,17,
2013,3,1,22:30,4,,12,
2013,3,1,23:30,7,,16,
2013,3,2,0:30,12,,33,
2013,3,2,1:30,12,,28,
2013,3,2,2:30,12,,30,
2013,3,2,3:30,10,,24,
2013,3,2,4:30,7,,26,
2013,3,2,5:30,6,,26,
2013,3,2,6:30,5,,23,
2013,3,2,7:30,4,,20,
2013,3,2,8:30,3,,18,
2013,3,2,9:30,3,,16,
2013,3,2,10:30,4,,20,
2013,3,2,11:30,4,,18,
2013,3,2,12:30,4,,18,
2013,3,2,13:30,3,,23,
2013,3,2,14:30,3,,23,
2013,3,2,15:30,4,,23,
2013,3,2,16:30,4,,25,
2013,3,2,17:30,3,,20,
2013,3,2,18:30,5,,22,
2013,3,2,19:30,4,,26,
2013,3,2,20:30,4,,35,
2013,3,2,21:30,6,,41,
2013,3,2,22:30,6,,39,
2013,3,2,23:30,4,,36,
2013,3,3,0:30,5,,31,
2013,3,3,1:30,7,,37,
2013,3,3,2:30,9,,25,
2013,3,3,3:30,7,,19,
2013,3,3,4:30,7,,26,
2013,3,3,5:30,7,,14,
2013,3,3,6:30,8,,21,
2013,3,3,7:30,7,,24,
2013,3,3,8:30,7,,21,
2013,3,3,9:30,7,,24,
2013,3,3,10:30,8,,21,
2013,3,3,11:30,8,,23,
2013,3,3,12:30,8,,23,
2013,3,3,13:30,8,,24,
2013,3,3,14:30,7,,27,
2013,3,3,15:30,8,,26,
2013,3,3,16:30,9,,24,
2013,3,3,17:30,9,,27,
2013,3,3,18:30,10,,27,
2013,3,3,19:30,9,,35,
2013,3,3,20:30,9,,43,
2013,3,3,21:30,9,,35,
2013,3,3,22:30,9,,30,
2013,3,3,23:30,13,,36,
2013,3,4,0:30,12,,18,
2013,3,4,1:30,9,,18,
2013,3,4,2:30,11,,18,
2013,3,4,3:30,10,,15,
2013,3,4,4:30,12,,14,
2013,3,4,5:30,12,,13,
2013,3,4,6:30,10,,12,
2013,3,4,7:30,7,,15,
2013,3,4,8:30,9,,15,
2013,3,4,9:30,5,,13,
2013,3,4,10:30,4,,12,
2013,3,4,11:30,6,,12,
2013,3,4,12:30,8,,14,
2013,3,4,13:30,8,,15,
2013,3,4,14:30,7,,19,
2013,3,4,15:30,5,,23,
2013,3,4,16:30,7,,32,
2013,3,4,17:30,8,,35,
2013,3,4,18:30,7,,37,
2013,3,4,19:30,7,,42,
2013,3,4,20:30,7,,37,
2013,3,4,21:30,7,,42,
2013,3,4,22:30,6,,33,
2013,3,4,23:30,5,,31,
2013,3,5,0:30,5,,31,
2013,3,5,1:30,6,,35,
2013,3,5,2:30,6,,39,
2013,3,5,3:30,6,,41,
2013,3,5,4:30,6,,43,
2013,3,5,5:30,5,,37,
2013,3,5,6:30,5,,36,
2013,3,5,7:30,4,,28,
2013,3,5,8:30,5,,36,
2013,3,5,9:30,5,,36,
2013,3,5,10:30,5,,36,
2013,3,5,11:30,5,,28,
2013,3,5,12:30,3,,33,
2013,3,5,13:30,3,,32,
2013,3,5,14:30,3,,33,
2013,3,5,15:30,4,,31,
2013,3,5,16:30,5,,32,
2013,3,5,17:30,4,,31,
2013,3,5,18:30,3,,35,
2013,3,5,19:30,4,,35,
2013,3,5,20:30,4,,36,
2013,3,5,21:30,4,,32,
2013,3,5,22:30,3,,31,
2013,3,5,23:30,4,,34,
2013,3,6,0:30,3,,32,
2013,3,6,1:30,3,,27,
2013,3,6,2:30,4,,25,
2013,3,6,3:30,3,,30,
2013,3,6,4:30,5,,26,
2013,3,6,5:30,3,,28,
2013,3,6,6:30,3,,31,
2013,3,6,7:30,3,,27,
2013,3,6,8:30,2,,34,
2013,3,6,9:30,3,,30,
2013,3,6,10:30,1,,29,
2013,3,6,11:30,1,,26,
2013,3,6,12:30,2,,31,
2013,3,6,13:30,1,,26,
2013,3,6,14:30,1,,25,
2013,3,6,15:30,1,,30,
2013,3,6,16:30,36,,26,
2013,3,6,17:30,36,,26,
2013,3,6,18:30,36,,23,
2013,3,6,19:30,1,,21,
2013,3,6,20:30,1,,22,
2013,3,6,21:30,1,,23,
2013,3,6,22:30,1,,19,
2013,3,6,23:30,1,,19,
2013,3,7,0:30,36,,21,
2013,3,7,1:30,1,,21,
2013,3,7,2:30,36,,18,
2013,3,7,3:30,1,,20,
2013,3,7,4:30,36,,17,
2013,3,7,5:30,1,,15,
2013,3,7,6:30,1,,17,
2013,3,7,7:30,1,,22,
2013,3,7,8:30,3,,25,
2013,3,7,9:30,3,,29,
2013,3,7,10:30,3,,29,
2013,3,7,11:30,3,,27,
2013,3,7,12:30,3,,31,
2013,3,7,13:30,4,,30,
2013,3,7,14:30,3,,28,
2013,3,7,15:30,3,,24,
2013,3,7,16:30,1,,23,
2013,3,7,17:30,1,,20,
2013,3,7,18:30,1,,19,
2013,3,7,19:30,36,,23,
2013,3,7,20:30,36,,16,
2013,3,7,21:30,36,,18,
2013,3,7,22:30,36,,14,
2013,3,7,23:30,1,,16,
2013,3,8,0:30,36,,17,
2013,3,8,1:30,36,,17,
2013,3,8,2:30,36,,14,
2013,3,8,3:30,36,,19,
2013,3,8,4:30,1,,28,
2013,3,8,5:30,1,,23,
2013,3,8,6:30,3,,25,
2013,3,8,7:30,3,,26,
2013,3,8,8:30,2,,20,
2013,3,8,9:30,4,,22,
2013,3,8,10:30,4,,23,
2013,3,8,11:30,3,,27,
2013,3,8,12:30,3,,24,
2013,3,8,13:30,4,,26,
2013,3,8,14:30,3,,23,
2013,3,8,15:30,3,,24,
2013,3,8,16:30,4,,23,
2013,3,8,17:30,3,,19,
2013,3,8,18:30,5,,16,
2013,3,8,19:30,4,,18,
2013,3,8,20:30,5,,15,
2013,3,8,21:30,5,,18,
2013,3,8,22:30,5,,17,
2013,3,8,23:30,5,,18,
2013,3,9,0:30,5,,20,
2013,3,9,1:30,7,,18,
2013,3,9,2:30,7,,22,
2013,3,9,3:30,6,,23,
2013,3,9,4:30,6,,23,
2013,3,9,5:30,6,,26,
2013,3,9,6:30,7,,23,
2013,3,9,7:30,7,,18,
2013,3,9,8:30,7,,19,
2013,3,9,9:30,7,,23,
2013,3,9,10:30,5,,22,
2013,3,9,11:30,5,,23,
2013,3,9,12:30,4,,23,
2013,3,9,13:30,4,,24,
2013,3,9,14:30,5,,27,
2013,3,9,15:30,4,,25,
2013,3,9,16:30,4,,27,
2013,3,9,17:30,5,,26,
2013,3,9,18:30,5,,27,
2013,3,9,19:30,5,,26,
2013,3,9,20:30,5,,28,
2013,3,9,21:30,5,,26,
2013,3,9,22:30,6,,25,
2013,3,9,23:30,5,,26,
2013,3,10,0:30,5,,26,
2013,3,10,1:30,4,,25,
2013,3,10,2:30,5,,20,
2013,3,10,3:30,5,,23,
2013,3,10,4:30,5,,22,
2013,3,10,5:30,5,,25,
2013,3,10,6:30,5,,28,
2013,3,10,7:30,5,,30,
2013,3,10,8:30,5,,28,
2013,3,10,9:30,6,,27,
2013,3,10,10:30,5,,29,
2013,3,10,11:30,5,,26,
2013,3,10,12:30,4,,26,
2013,3,10,13:30,5,,19,
2013,3,10,14:30,4,,22,
2013,3,10,15:30,5,,24,
2013,3,10,16:30,5,,22,
2013,3,10,17:30,5,,21,
2013,3,10,18:30,6,,18,
2013,3,10,19:30,5,,17,
2013,3,10,20:30,5,,22,
2013,3,10,21:30,7,,18,
2013,3,10,22:30,6,,24,
2013,3,10,23:30,6,,18,
2013,3,11,0:30,8,,14,
2013,3,11,1:30,6,,15,
2013,3,11,2:30,7,,12,
2013,3,11,3:30,6,,13,
2013,3,11,4:30,8,,9,
2013,3,11,5:30,5,,4,
2013,3,11,6:30,6,,8,
2013,3,11,7:30,8,,10,
2013,3,11,8:30,11,,5,
2013,3,11,9:30,9,,10,
2013,3,11,10:30,12,,4,
2013,3,11,11:30,12,,8,
2013,3,11,12:30,16,,13,
2013,3,11,13:30,13,,9,
2013,3,11,14:30,12,,11,
2013,3,11,15:30,15,,14,
2013,3,11,16:30,15,,12,
2013,3,11,17:30,13,,4,
2013,3,11,18:30,16,,9,
2013,3,11,19:30,17,,8,
2013,3,11,20:30,17,,12,
2013,3,11,21:30,,,0,
2013,3,11,22:30,24,,7,
2013,3,11,23:30,23,,5,
2013,3,12,0:30,23,,7,
2013,3,12,1:30,26,,7,
2013,3,12,2:30,28,,18,
2013,3,12,3:30,25,,13,
2013,3,12,4:30,26,,16,
2013,3,12,5:30,26,,18,
2013,3,12,6:30,27,,16,
2013,3,12,7:30,25,,21,
2013,3,12,8:30,25,,15,
2013,3,12,9:30,25,,17,
2013,3,12,10:30,24,,16,
2013,3,12,11:30,23,,20,
2013,3,12,12:30,24,,18,
2013,3,12,13:30,24,,20,
2013,3,12,14:30,24,,12,
2013,3,12,15:30,26,,14,
2013,3,12,16:30,23,,14,
2013,3,12,17:30,25,,20,
2013,3,12,18:30,21,,10,
2013,3,12,19:30,21,,10,
2013,3,12,20:30,19,,13,
2013,3,12,21:30,26,,40,
2013,3,12,22:30,25,,27,
2013,3,12,23:30,19,,15,
2013,3,13,0:30,24,,11,
2013,3,13,1:30,25,,18,
2013,3,13,2:30,25,,17,
2013,3,13,3:30,26,,10,
2013,3,13,4:30,25,,8,
2013,3,13,5:30,22,,13,
2013,3,13,6:30,24,,27,
2013,3,13,7:30,23,,17,
2013,3,13,8:30,24,,12,
2013,3,13,9:30,25,,15,
2013,3,13,10:30,23,,10,
2013,3,13,11:30,20,,10,
2013,3,13,12:30,17,,17,
2013,3,13,13:30,19,,17,
2013,3,13,14:30,18,,20,
2013,3,13,15:30,18,,13,
2013,3,13,16:30,19,,17,
2013,3,13,17:30,18,,18,
2013,3,13,18:30,20,,18,
2013,3,13,19:30,20,,14,
2013,3,13,20:30,17,,9,
2013,3,13,21:30,15,,18,
2013,3,13,22:30,16,,29,
2013,3,13,23:30,16,,15,
2013,3,14,0:30,16,,11,
2013,3,14,1:30,16,,18,
2013,3,14,2:30,15,,26,
2013,3,14,3:30,15,,24,
2013,3,14,4:30,15,,27,
2013,3,14,5:30,15,,29,
2013,3,14,6:30,16,,25,
2013,3,14,7:30,15,,21,
2013,3,14,8:30,15,,23,
2013,3,14,9:30,15,,19,
2013,3,14,10:30,15,,27,
2013,3,14,11:30,15,,24,
2013,3,14,12:30,15,,29,
2013,3,14,13:30,15,,24,
2013,3,14,14:30,16,,28,
2013,3,14,15:30,17,,29,
2013,3,14,16:30,17,,32,
2013,3,14,17:30,17,,38,
2013,3,14,18:30,17,,27,
2013,3,14,19:30,16,,41,
2013,3,14,20:30,16,,33,
2013,3,14,21:30,16,,32,
2013,3,14,22:30,16,,49,
2013,3,14,23:30,15,,36,
2013,3,15,0:30,16,,32,
2013,3,15,1:30,15,,32,
2013,3,15,2:30,15,,34,
2013,3,15,3:30,16,,41,
2013,3,15,4:30,15,,36,
2013,3,15,5:30,16,,37,
2013,3,15,6:30,16,,44,
2013,3,15,7:30,16,,40,
2013,3,15,8:30,17,,39,
2013,3,15,9:30,16,,42,
2013,3,15,10:30,16,,47,
2013,3,15,11:30,16,,28,
2013,3,15,12:30,16,,28,
2013,3,15,13:30,15,,26,
2013,3,15,14:30,16,,27,
2013,3,15,15:30,16,,17,
2013,3,15,16:30,13,,12,
2013,3,15,17:30,18,,13,
2013,3,15,18:30,18,,10,
2013,3,15,19:30,22,,13,
2013,3,15,20:30,24,,16,
2013,3,15,21:30,27,,13,
2013,3,15,22:30,23,,8,
2013,3,15,23:30,22,,10,
2013,3,16,0:30,22,,17,
2013,3,16,1:30,24,,14,
2013,3,16,2:30,21,,8,
2013,3,16,3:30,25,,12,
2013,3,16,4:30,24,,21,
2013,3,16,5:30,24,,20,
2013,3,16,6:30,24,,14,
2013,3,16,7:30,24,,19,
2013,3,16,8:30,24,,17,
2013,3,16,9:30,22,,17,
2013,3,16,10:30,22,,11,
2013,3,16,11:30,13,,14,
2013,3,16,12:30,13,,22,
2013,3,16,13:30,14,,23,
2013,3,16,14:30,16,,27,
2013,3,16,15:30,14,,23,
2013,3,16,16:30,15,,22,
2013,3,16,17:30,17,,17,
2013,3,16,18:30,16,,14,
2013,3,16,19:30,16,,17,
2013,3,16,20:30,19,,9,
2013,3,16,21:30,,,0,
2013,3,16,22:30,,,0,
2013,3,16,23:30,28,,12,
2013,3,17,0:30,29,,24,
2013,3,17,1:30,28,,26,
2013,3,17,2:30,27,,26,
2013,3,17,3:30,27,,28,
2013,3,17,4:30,27,,32,
2013,3,17,5:30,26,,27,
2013,3,17,6:30,28,,30,
2013,3,17,7:30,30,,25,
2013,3,17,8:30,28,,35,
2013,3,17,9:30,28,,36,
2013,3,17,10:30,28,,28,
2013,3,17,11:30,26,,38,
2013,3,17,12:30,26,,35,
2013,3,17,13:30,27,,41,
2013,3,17,14:30,26,,41,
2013,3,17,15:30,26,,38,
2013,3,17,16:30,26,,50,
2013,3,17,17:30,26,,52,
2013,3,17,18:30,26,,39,
2013,3,17,19:30,26,,33,
2013,3,17,20:30,25,,30,
2013,3,17,21:30,26,,33,
2013,3,17,22:30,26,,35,
2013,3,17,23:30,23,,22,
2013,3,18,0:30,23,,20,
2013,3,18,1:30,22,,18,
2013,3,18,2:30,19,,18,
2013,3,18,3:30,19,,15,
2013,3,18,4:30,15,,13,
2013,3,18,5:30,12,,16,
2013,3,18,6:30,13,,17,
2013,3,18,7:30,17,,33,
2013,3,18,8:30,19,,30,
2013,3,18,9:30,24,,57,
2013,3,18,10:30,26,,53,
2013,3,18,11:30,26,,48,
2013,3,18,12:30,28,,45,
2013,3,18,13:30,26,,34,
2013,3,18,14:30,27,,35,
2013,3,18,15:30,26,,29,
2013,3,18,16:30,27,,30,
2013,3,18,17:30,26,,34,
2013,3,18,18:30,29,,30,
2013,3,18,19:30,28,,25,
2013,3,18,20:30,28,,29,
2013,3,18,21:30,28,,34,
2013,3,18,22:30,28,,35,
2013,3,18,23:30,28,,32,
2013,3,19,0:30,28,,32,
2013,3,19,1:30,28,,37,
2013,3,19,2:30,28,,38,
2013,3,19,3:30,30,,27,
2013,3,19,4:30,30,,33,
2013,3,19,5:30,30,,31,
2013,3,19,6:30,30,,31,
2013,3,19,7:30,32,,36,
2013,3,19,8:30,34,,40,
2013,3,19,9:30,32,,44,
2013,3,19,10:30,32,,50,
2013,3,19,11:30,31,,59,
2013,3,19,12:30,31,,58,
2013,3,19,13:30,31,,60,
2013,3,19,14:30,31,,53,
2013,3,19,15:30,32,,54,
2013,3,19,16:30,32,,49,
2013,3,19,17:30,32,,53,
2013,3,19,18:30,33,,46,
2013,3,19,19:30,32,,35,
2013,3,19,20:30,33,,34,
2013,3,19,21:30,33,,22,
2013,3,19,22:30,35,,19,
2013,3,19,23:30,36,,15,
2013,3,20,0:30,35,,11,
2013,3,20,1:30,3,,11,
2013,3,20,2:30,3,,19,
2013,3,20,3:30,2,,15,
2013,3,20,4:30,4,,17,
2013,3,20,5:30,5,,21,
2013,3,20,6:30,6,,18,
2013,3,20,7:30,7,,19,
2013,3,20,8:30,8,,28,
2013,3,20,9:30,9,,31,
2013,3,20,10:30,10,,28,
2013,3,20,11:30,9,,28,
2013,3,20,12:30,10,,33,
2013,3,20,13:30,11,,30,
2013,3,20,14:30,12,,30,
2013,3,20,15:30,12,,23,
2013,3,20,16:30,12,,22,
2013,3,20,17:30,13,,26,
2013,3,20,18:30,13,,26,
2013,3,20,19:30,14,,30,
2013,3,20,20:30,13,,28,
2013,3,20,21:30,15,,21,
2013,3,20,22:30,14,,17,
2013,3,20,23:30,15,,25,
2013,3,21,0:30,16,,20,
2013,3,21,1:30,15,,23,
2013,3,21,2:30,18,,26,
2013,3,21,3:30,20,,22,
2013,3,21,4:30,21,,13,
2013,3,21,5:30,23,,19,
2013,3,21,6:30,24,,22,
2013,3,21,7:30,24,,22,
2013,3,21,8:30,24,,19,
2013,3,21,9:30,23,,21,
2013,3,21,10:30,25,,16,
2013,3,21,11:30,27,,15,
2013,3,21,12:30,25,,28,
2013,3,21,13:30,26,,21,
2013,3,21,14:30,27,,14,
2013,3,21,15:30,28,,19,
2013,3,21,16:30,28,,14,
2013,3,21,17:30,32,,13,
2013,3,21,18:30,6,,5,
2013,3,21,19:30,11,,10,
2013,3,21,20:30,12,,9,
2013,3,21,21:30,11,,16,
2013,3,21,22:30,11,,19,
2013,3,21,23:30,12,,30,
2013,3,22,0:30,12,,33,
2013,3,22,1:30,12,,31,
2013,3,22,2:30,9,,37,
2013,3,22,3:30,11,,42,
2013,3,22,4:30,12,,47,
2013,3,22,5:30,11,,42,
2013,3,22,6:30,9,,46,
2013,3,22,7:30,11,,37,
2013,3,22,8:30,12,,40,
2013,3,22,9:30,13,,39,
2013,3,22,10:30,13,,36,
2013,3,22,11:30,14,,31,
2013,3,22,12:30,15,,26,
2013,3,22,13:30,19,,18,
2013,3,22,14:30,21,,21,
2013,3,22,15:30,24,,15,
2013,3,22,16:30,24,,9,
2013,3,22,17:30,22,,6,
2013,3,22,18:30,23,,15,
2013,3,22,19:30,24,,17,
2013,3,22,20:30,25,,16,
2013,3,22,21:30,27,,22,
2013,3,22,22:30,28,,26,
2013,3,22,23:30,28,,20,
2013,3,23,0:30,30,,12,
2013,3,23,1:30,31,,23,
2013,3,23,2:30,30,,19,
2013,3,23,3:30,30,,19,
2013,3,23,4:30,29,,18,
2013,3,23,5:30,30,,19,
2013,3,23,6:30,30,,27,
2013,3,23,7:30,30,,23,
2013,3,23,8:30,29,,31,
2013,3,23,9:30,29,,31,
2013,3,23,10:30,29,,36,
2013,3,23,11:30,29,,38,
2013,3,23,12:30,28,,42,
2013,3,23,13:30,28,,36,
2013,3,23,14:30,27,,36,
2013,3,23,15:30,28,,33,
2013,3,23,16:30,27,,25,
2013,3,23,17:30,27,,25,
2013,3,23,18:30,25,,22,
2013,3,23,19:30,25,,25,
2013,3,23,20:30,25,,24,
2013,3,23,21:30,25,,21,
2013,3,23,22:30,26,,22,
2013,3,23,23:30,26,,19,
2013,3,24,0:30,26,,24,
2013,3,24,1:30,25,,15,
2013,3,24,2:30,26,,19,
2013,3,24,3:30,26,,15,
2013,3,24,4:30,26,,17,
2013,3,24,5:30,25,,14,
2013,3,24,6:30,25,,15,
2013,3,24,7:30,28,,10,
2013,3,24,8:30,30,,6,
2013,3,24,9:30,1,,5,
2013,3,24,10:30,27,,8,
2013,3,24,11:30,8,,13,
2013,3,24,12:30,8,,10,
2013,3,24,13:30,4,,9,
2013,3,24,14:30,10,,17,
2013,3,24,15:30,9,,15,
2013,3,24,16:30,6,,9,
2013,3,24,17:30,9,,10,
2013,3,24,18:30,1,,6,
2013,3,24,19:30,6,,5,
2013,3,24,20:30,7,,7,
2013,3,24,21:30,36,,7,
2013,3,24,22:30,34,,8,
2013,3,24,23:30,35,,8,
2013,3,25,0:30,34,,11,
2013,3,25,1:30,33,,14,
2013,3,25,2:30,34,,20,
2013,3,25,3:30,34,,22,
2013,3,25,4:30,35,,24,
2013,3,25,5:30,34,,21,
2013,3,25,6:30,35,,35,
2013,3,25,7:30,34,,36,
2013,3,25,8:30,33,,38,
2013,3,25,9:30,33,,45,
2013,3,25,10:30,35,,43,
2013,3,25,11:30,36,,35,
2013,3,25,12:30,35,,44,
2013,3,25,13:30,35,,41,
2013,3,25,14:30,34,,39,
2013,3,25,15:30,34,,37,
2013,3,25,16:30,34,,26,
2013,3,25,17:30,34,,26,
2013,3,25,18:30,32,,31,
2013,3,25,19:30,32,,35,
2013,3,25,20:30,31,,35,
2013,3,25,21:30,31,,33,
2013,3,25,22:30,30,,34,
2013,3,25,23:30,29,,36,
2013,3,26,0:30,29,,33,
2013,3,26,1:30,28,,29,
2013,3,26,2:30,28,,31,
2013,3,26,3:30,29,,22,
2013,3,26,4:30,27,,22,
2013,3,26,5:30,29,,22,
2013,3,26,6:30,30,,14,
2013,3,26,7:30,25,,4,
2013,3,26,8:30,,,0,
2013,3,26,9:30,5,,16,
2013,3,26,10:30,4,,10,
2013,3,26,11:30,5,,17,
2013,3,26,12:30,5,,15,
2013,3,26,13:30,2,,19,
2013,3,26,14:30,3,,13,
2013,3,26,15:30,36,,12,
2013,3,26,16:30,1,,17,
2013,3,26,17:30,1,,23,
2013,3,26,18:30,2,,39,
2013,3,26,19:30,3,,50,
2013,3,26,20:30,4,,40,
2013,3,26,21:30,3,,28,
2013,3,26,22:30,4,,25,
2013,3,26,23:30,1,,31,
2013,3,27,0:30,1,,29,
2013,3,27,1:30,36,,37,
2013,3,27,2:30,36,,38,
2013,3,27,3:30,3,,37,
2013,3,27,4:30,2,,31,
2013,3,27,5:30,1,,23,
2013,3,27,6:30,1,,31,
2013,3,27,7:30,36,,35,
2013,3,27,8:30,1,,29,
2013,3,27,9:30,1,,26,
2013,3,27,10:30,1,,29,
2013,3,27,11:30,35,,34,
2013,3,27,12:30,35,,35,
2013,3,27,13:30,35,,29,
2013,3,27,14:30,35,,33,
2013,3,27,15:30,35,,32,
2013,3,27,16:30,35,,31,
2013,3,27,17:30,36,,36,
2013,3,27,18:30,36,,41,
2013,3,27,19:30,35,,35,
2013,3,27,20:30,34,,30,
2013,3,27,21:30,34,,32,
2013,3,27,22:30,33,,29,
2013,3,27,23:30,34,,34,
2013,3,28,0:30,33,,39,
2013,3,28,1:30,33,,42,
2013,3,28,2:30,34,,40,
2013,3,28,3:30,33,,33,
2013,3,28,4:30,33,,41,
2013,3,28,5:30,33,,45,
2013,3,28,6:30,33,,41,
2013,3,28,7:30,33,,45,
2013,3,28,8:30,33,,40,
2013,3,28,9:30,33,,45,
2013,3,28,10:30,33,,36,
2013,3,28,11:30,33,,48,
2013,3,28,12:30,33,,42,
2013,3,28,13:30,33,,43,
2013,3,28,14:30,32,,45,
2013,3,28,15:30,32,,44,
2013,3,28,16:30,32,,46,
2013,3,28,17:30,33,,47,
2013,3,28,18:30,32,,41,
2013,3,28,19:30,32,,44,
2013,3,28,20:30,32,,46,
2013,3,28,21:30,31,,45,
2013,3,28,22:30,31,,48,
2013,3,28,23:30,31,,48,
2013,3,29,0:30,31,,47,
2013,3,29,1:30,30,,46,
2013,3,29,2:30,29,,43,
2013,3,29,3:30,30,,44,
2013,3,29,4:30,30,,48,
2013,3,29,5:30,30,,46,
2013,3,29,6:30,30,,43,
2013,3,29,7:30,30,,46,
2013,3,29,8:30,30,,43,
2013,3,29,9:30,30,,42,
2013,3,29,10:30,30,,41,
2013,3,29,11:30,29,,49,
2013,3,29,12:30,29,,44,
2013,3,29,13:30,31,,46,
2013,3,29,14:30,33,,40,
2013,3,29,15:30,34,,42,
2013,3,29,16:30,33,,48,
2013,3,29,17:30,33,,44,
2013,3,29,18:30,32,,46,
2013,3,29,19:30,32,,43,
2013,3,29,20:30,32,,53,
2013,3,29,21:30,32,,51,
2013,3,29,22:30,32,,47,
2013,3,29,23:30,32,,55,
2013,3,30,0:30,32,,50,
2013,3,30,1:30,31,,48,
2013,3,30,2:30,32,,51,
2013,3,30,3:30,31,,49,
2013,3,30,4:30,30,,45,
2013,3,30,5:30,31,,32,
2013,3,30,6:30,30,,50,
2013,3,30,7:30,30,,50,
2013,3,30,8:30,30,,40,
2013,3,30,9:30,30,,42,
2013,3,30,10:30,30,,45,
2013,3,30,11:30,30,,49,
2013,3,30,12:30,30,,50,
2013,3,30,13:30,30,,48,
2013,3,30,14:30,30,,42,
